id,web_name,element_type,form,now_cost,points_per_game,team,status,chance_of_playing_next_round,selected_by_percent,ict_index,influence,creativity,threat,expected_goals,expected_assists,expected_goal_involvements,minutes,bps,event_points,fdr_avg,fixture_count,gw
465,Osula,4,1.3,5.9,4.0,17,i,0.0,0.4,5.0,28.2,13.7,8.0,0.06,0.14,0.2,55,18,0,3.0,1,4
466,Neave,4,0.0,4.5,0.0,17,u,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
559,Bamba,3,0.3,4.9,1.0,17,a,100.0,0.1,0.4,4.0,0.0,0.0,0.0,0.0,0.0,14,5,0,3.0,1,4
567,Horníček,1,3.3,5.0,3.3,17,a,100.0,1.3,10.9,109.2,0.0,0.0,0.0,0.0,0.0,270,56,2,3.0,1,4
593,Dedić,2,4.3,4.5,4.3,17,d,75.0,3.6,11.3,59.6,38.0,15.0,0.14,0.08,0.22,270,39,1,3.0,1,4
609,Shahar,2,0.0,4.0,0.0,17,a,100.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
634,Fernandez-Pardo,4,1.0,6.0,1.0,17,a,100.0,0.1,0.7,0.0,0.8,6.0,0.0,0.0,0.0,27,4,1,3.0,1,4
167,Delap,4,1.0,5.5,1.5,18,a,100.0,0.8,4.9,6.4,30.9,12.0,0.13,0.06,0.19,97,15,2,4.0,1,4
201,Muñoz,2,0.3,5.4,0.5,18,a,100.0,5.9,3.1,3.6,2.6,25.0,0.26,0.01,0.27,85,1,1,4.0,1,4
467,Sels,1,3.0,5.0,3.0,18,a,100.0,1.4,3.3,33.2,0.0,0.0,0.0,0.01,0.01,270,38,6,4.0,1,4
468,John,1,0.0,4.5,0.0,18,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
469,N.Williams,2,5.0,5.0,5.0,18,a,100.0,8.2,11.9,61.0,42.0,16.0,0.12,0.24,0.36,270,57,7,4.0,1,4
470,Morato,2,0.0,5.0,0.0,18,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
471,Milenković,2,4.0,5.5,4.0,18,a,100.0,1.6,7.0,53.2,1.4,16.0,0.11,0.03,0.14,270,34,7,4.0,1,4
472,Murillo,2,4.3,5.5,4.3,18,a,100.0,1.6,10.7,61.2,27.4,18.0,0.35,0.28,0.63,269,42,8,4.0,1,4
473,Aina,2,2.0,4.5,2.0,18,a,100.0,2.8,10.8,40.8,51.6,15.0,0.04,0.52,0.56,216,34,1,4.0,1,4
474,Jair Cunha,2,3.3,4.5,3.3,18,a,100.0,0.2,5.9,55.4,2.4,1.0,0.03,0.01,0.04,270,35,8,4.0,1,4
475,Savona,2,0.0,4.5,0.0,18,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
476,O.Richards,2,0.0,4.0,0.0,18,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
477,Abbott,2,0.0,4.0,0.0,18,u,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
478,Netz,2,0.7,4.5,1.0,18,a,100.0,0.0,0.3,2.0,0.9,0.0,0.0,0.0,0.0,20,3,0,4.0,1,4
479,Bindon,2,0.0,4.0,0.0,18,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
480,Gibbs-White,3,6.0,7.9,6.0,18,a,100.0,9.4,13.2,62.0,24.8,46.0,1.4,0.11,1.51,270,49,3,4.0,1,4
482,Hudson-Odoi,3,0.3,5.9,1.0,18,a,100.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1,2,0,4.0,1,4
483,Ndoye,3,4.3,5.5,4.3,18,a,100.0,0.7,10.0,37.6,25.8,36.0,0.35,0.63,0.98,184,40,1,4.0,1,4
484,Hutchinson,3,0.0,5.4,0.0,18,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
485,Bakwa,3,0.0,5.5,0.0,18,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
486,McAtee,3,2.3,5.5,2.3,18,a,100.0,0.1,16.5,34.0,120.5,10.0,0.13,0.54,0.67,253,56,2,4.0,1,4
487,Dominguez,3,0.3,4.9,1.0,18,a,100.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1,3,0,4.0,1,4
488,I.Sangaré,3,0.7,4.9,2.0,18,a,100.0,0.6,3.4,17.8,13.0,3.0,0.03,0.01,0.04,90,10,0,4.0,1,4
489,Yates,3,0.0,4.5,0.0,18,a,100.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
490,Wood,4,0.7,5.9,1.0,18,a,100.0,1.1,0.4,0.2,2.5,3.0,0.12,0.01,0.13,44,6,1,4.0,1,4
491,Igor Jesus,4,1.3,5.9,1.3,18,a,100.0,2.7,10.5,15.0,20.5,69.0,0.96,0.06,1.02,211,15,1,4.0,1,4
493,Kalimuendo,4,0.3,5.4,1.0,18,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,4.0,1,4
558,Schlager,3,2.7,5.0,2.7,18,a,100.0,0.1,4.8,33.0,4.0,10.0,0.08,0.06,0.14,196,36,3,4.0,1,4
581,Diomande,2,0.3,5.4,1.0,18,a,100.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,4.0,1,4
590,Benda,1,0.0,4.5,0.0,18,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
112,Van Hecke,2,3.3,4.9,3.3,19,a,100.0,7.0,14.6,71.4,29.3,46.0,0.2,0.07,0.27,270,41,8,3.0,1,4
147,Tosin,2,0.0,4.4,0.0,19,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
401,Marmoush,4,1.3,7.0,2.0,19,a,100.0,2.2,8.2,9.2,37.5,38.0,0.34,0.08,0.42,173,20,2,3.0,1,4
403,Sávio,3,1.0,6.5,3.0,19,a,100.0,0.7,3.9,6.2,17.3,15.0,0.02,0.27,0.29,60,15,3,3.0,1,4
455,Tonali,3,3.0,5.4,3.0,19,a,100.0,2.7,8.7,34.0,40.7,12.0,0.09,0.09,0.18,254,52,5,3.0,1,4
494,Vicario,1,0.0,4.5,0.0,19,u,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
495,Austin,1,0.0,4.0,0.0,19,a,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
496,Kinsky,1,3.0,4.5,3.0,19,a,100.0,18.6,6.8,57.8,10.0,0.0,0.0,0.0,0.0,270,43,6,3.0,1,4
497,Dubravka,1,0.0,4.0,0.0,19,a,100.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
498,Senesi,2,1.0,5.9,3.0,19,a,100.0,4.8,3.9,36.6,2.2,0.0,0.0,0.02,0.02,90,10,0,3.0,1,4
499,Pedro Porro,2,2.7,5.5,4.0,19,a,100.0,11.4,9.3,22.6,43.7,27.0,0.36,0.16,0.52,180,29,7,3.0,1,4
500,Romero,2,0.0,5.0,0.0,19,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
502,Robertson,2,2.0,4.5,2.0,19,a,100.0,2.9,11.2,49.0,36.3,27.0,0.06,0.08,0.14,186,23,1,3.0,1,4
503,Van de Ven,2,3.0,5.0,4.5,19,a,100.0,3.8,5.4,36.6,3.3,14.0,0.57,0.02,0.59,180,35,9,3.0,1,4
505,Spence,2,0.0,4.5,0.0,19,u,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
506,Udogie,2,2.3,4.5,2.3,19,a,100.0,0.4,2.7,9.8,13.5,4.0,0.0,0.23,0.23,86,21,5,3.0,1,4
507,Phillips,2,0.0,4.5,0.0,19,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
508,Davies,2,0.0,4.0,0.0,19,a,100.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
509,Byfield,2,0.0,4.0,0.0,19,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
510,Rowswell,2,0.0,4.0,0.0,19,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
511,Souza,2,0.0,4.0,0.0,19,u,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
512,Kudus,3,0.7,6.5,1.0,19,a,100.0,0.1,3.8,6.4,18.4,13.0,0.04,0.17,0.21,51,17,1,3.0,1,4
513,Xavi,3,0.0,6.0,0.0,19,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
514,Tel,3,2.3,5.8,2.3,19,a,100.0,0.3,13.3,21.0,49.5,63.0,0.2,0.14,0.34,230,38,3,3.0,1,4
515,Maddison,3,0.3,6.3,1.0,19,d,75.0,0.5,2.1,4.4,8.3,8.0,0.0,0.01,0.01,22,6,0,3.0,1,4
516,Bentancur,3,2.7,5.5,2.7,19,a,100.0,0.2,6.8,35.8,25.1,6.0,0.02,0.04,0.06,225,39,5,3.0,1,4
517,Odobert,3,0.0,5.5,0.0,19,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
518,P.M.Sarr,3,0.0,4.9,0.0,19,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
519,Gallagher,3,1.0,5.4,1.5,19,a,100.0,0.2,2.2,10.2,9.9,3.0,0.02,0.12,0.14,128,24,3,3.0,1,4
520,Bergvall,3,0.3,5.4,1.0,19,a,100.0,0.2,0.0,0.0,2.0,2.0,0.0,0.01,0.01,45,2,0,3.0,1,4
521,Kulusevski,3,0.0,6.5,0.0,19,i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
522,Gray,3,1.3,5.0,2.0,19,a,100.0,0.2,1.3,8.0,4.8,0.0,0.0,0.01,0.01,152,24,0,3.0,1,4
523,Moore,3,1.0,5.0,1.5,19,u,0.0,0.1,7.5,14.2,6.3,56.0,0.4,0.02,0.42,89,11,0,3.0,1,4
524,Olusesi,3,0.0,4.5,0.0,19,a,100.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
525,Fernandes,3,1.0,5.9,1.0,19,a,100.0,1.0,9.7,21.2,73.9,3.0,0.01,0.23,0.24,142,33,0,3.0,1,4
526,Solanke,4,1.0,5.9,1.0,19,a,100.0,1.0,1.9,3.2,0.6,15.0,0.44,0.0,0.44,43,8,1,3.0,1,4
527,Richarlison,4,0.7,5.9,2.0,19,u,0.0,1.1,0.2,0.0,2.2,0.0,0.0,0.0,0.0,67,6,0,3.0,1,4
528,Scarlett,4,0.0,4.5,0.0,19,u,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
578,Mudryk,3,0.3,5.4,1.0,19,a,100.0,0.1,0.1,0.0,0.1,2.0,0.0,0.0,0.0,16,3,1,3.0,1,4
601,Williams-Barnett,3,0.0,4.5,0.0,19,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0,1,4
501,Danso,2,0.7,5.0,2.0,20,a,100.0,0.2,3.2,20.8,10.9,0.0,0.0,0.08,0.08,90,9,2,4.0,1,4
529,Roefs,1,3.0,5.0,3.0,20,a,100.0,3.1,3.2,31.8,0.0,0.0,0.0,0.0,0.0,270,40,2,4.0,1,4
530,Patterson,1,0.0,4.0,0.0,20,u,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
531,Ellborg,1,0.0,4.5,0.0,20,a,100.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
532,Ballard,2,4.0,4.9,4.0,20,a,100.0,3.5,9.4,66.8,12.7,15.0,0.09,0.15,0.24,270,43,4,4.0,1,4
533,Mukiele,2,4.3,5.5,6.5,20,a,100.0,2.3,9.0,75.0,13.0,2.0,0.0,0.03,0.03,180,44,4,4.0,1,4
534,Hume,2,3.0,4.5,3.0,20,a,100.0,4.5,10.6,31.8,58.6,15.0,0.04,0.28,0.32,195,46,1,4.0,1,4
535,Alderete,2,0.3,4.9,1.0,20,a,100.0,0.3,0.0,0.0,0.6,0.0,0.0,0.01,0.01,23,2,0,4.0,1,4
536,Reinildo,2,3.0,4.5,3.0,20,a,100.0,0.4,9.5,53.8,35.0,6.0,0.0,0.31,0.31,270,49,2,4.0,1,4
537,Seelt,2,0.0,4.5,0.0,20,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
538,Hjelde,2,0.0,4.0,0.0,20,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
539,O'Nien,2,0.3,4.0,1.0,20,a,100.0,2.8,1.7,11.4,1.4,4.0,0.01,0.01,0.02,66,1,0,4.0,1,4
540,Masuaku,2,0.0,4.0,0.0,20,u,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
541,Meunier,2,3.0,4.5,3.0,20,a,100.0,0.3,9.5,41.6,26.8,26.0,0.21,0.13,0.34,243,32,2,4.0,1,4
542,E.Le Fée,3,4.3,5.9,4.3,20,a,100.0,5.1,13.8,48.0,34.8,54.0,1.21,0.23,1.44,258,51,8,4.0,1,4
543,Diarra,3,1.7,5.4,2.5,20,i,0.0,0.0,2.9,15.6,10.9,2.0,0.03,0.16,0.19,28,18,0,4.0,1,4
544,Xhaka,3,6.0,5.5,6.0,20,a,100.0,4.4,16.7,54.4,109.8,3.0,0.06,0.57,0.63,270,72,3,4.0,1,4
545,Sadiki,3,2.0,5.0,2.0,20,a,100.0,0.3,17.6,41.8,54.9,79.0,0.36,0.23,0.59,253,55,1,4.0,1,4
546,Adingra,3,0.0,4.9,0.0,20,u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
547,Mundle,3,0.3,4.9,1.0,20,i,0.0,0.0,2.5,8.0,0.1,17.0,0.17,0.0,0.17,1,2,0,4.0,1,4
548,Rigg,3,0.7,4.9,1.0,20,a,100.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,17,6,0,4.0,1,4
549,Talbi,3,0.3,5.4,1.0,20,a,100.0,0.2,0.0,0.0,0.9,0.0,0.0,0.0,0.0,31,1,0,4.0,1,4
550,Jocelin.T,3,0.0,5.0,0.0,20,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
551,N.Angulo,3,3.3,5.0,3.3,20,a,100.0,0.1,10.6,48.6,25.7,32.0,0.15,0.12,0.27,185,47,2,4.0,1,4
552,Brobbey,4,2.0,5.9,2.0,20,a,100.0,7.8,8.9,4.4,41.4,44.0,0.59,0.06,0.65,219,17,2,4.0,1,4
553,Isidor,4,4.3,5.5,4.3,20,a,100.0,1.4,6.5,29.4,0.6,35.0,1.49,0.01,1.5,75,47,4,4.0,1,4
612,Methalie,2,0.0,4.5,0.0,20,a,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
613,Ahoka,3,0.0,4.5,0.0,20,a,100.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
646,Fofana,3,1.0,5.5,1.0,20,a,100.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,16,3,1,4.0,1,4
651,J.Angulo,4,0.0,4.5,0.0,20,a,100.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.0,1,4
